timestamp,frontend_cpu,frontend_mem,frontend_net_rx,frontend_net_tx,cartservice_cpu,cartservice_mem,cartservice_net_rx,cartservice_net_tx,checkoutservice_cpu,checkoutservice_mem,checkoutservice_net_rx,checkoutservice_net_tx,productcatalogservice_cpu,productcatalogservice_mem,productcatalogservice_net_rx,productcatalogservice_net_tx,recommendationservice_cpu,recommendationservice_mem,recommendationservice_net_rx,recommendationservice_net_tx,paymentservice_cpu,paymentservice_mem,paymentservice_net_rx,paymentservice_net_tx,currencyservice_cpu,currencyservice_mem,currencyservice_net_rx,currencyservice_net_tx,shippingservice_cpu,shippingservice_mem,shippingservice_net_rx,shippingservice_net_tx,emailservice_cpu,emailservice_mem,emailservice_net_rx,emailservice_net_tx,adservice_cpu,adservice_mem,adservice_net_rx,adservice_net_tx,redis-cart_cpu,redis-cart_mem,redis-cart_net_rx,redis-cart_net_tx
2026-06-06 19:21:41,0.005876576537664142,18399232,,,0.02189087236597825,52850688,,,0.0013459320404818058,19079168,,,0.002552089064370992,15740928,,,0,25583616,,,0.005824658806874665,47460352,,,0.0010192444204858006,40001536,,,0.0009459339225339189,11759616,,,0,24563712,,,0.0038109099243645583,97222656,,,0.003047974922671217,7073792,,
2026-06-06 19:22:11,0.006203596072513808,18710528,,,0.03184219312318539,56152064,,,0.0021945440815555836,19238912,,,0.0029920103991629586,16465920,,,0.049075153490487064,67166208,,,0.0030816521987203148,47280128,,,0.003667467428852292,39780352,,,0.0014405343545050406,11759616,,,0.05563807055435544,67960832,,,0.00463570320579083,97357824,,,0.0039327129835780026,6811648,,
2026-06-06 19:22:41,0.01365063953630661,19079168,,,0.04032596270105892,57196544,,,0.0028202639328171577,19329024,,,0.0017055000000000045,16510976,,,0.05509437563273468,67239936,,,0.0017268331788461483,47689728,,,0.013686759678462418,37625856,,,0.0016689821221011144,11759616,,,0.00353728173666837,67985408,,,0.013265500762990877,98693120,,,0.004647213809812355,6811648,,
2026-06-06 19:23:11,0.0181697586697963,19210240,,,0.011798314106823811,57782272,,,0.002224063907657689,19496960,,,0.005833403243847851,16932864,,,0.0025020424188312257,67248128,,,0.0009478186206964593,48189440,,,0.0335267684108526,38203392,,,0.001620300478143737,11759616,,,0.0025388192949196975,67989504,,,0.023864417927275876,100188160,,,0.004271809079208608,6811648,,
2026-06-06 19:23:41,0.02583069021445464,19247104,,,0.011799378196319522,58552320,,,0.0012366742596809708,19501056,,,0.010019493267431881,16314368,,,0.01207519877145711,68612096,,,0.0011823755337675927,47915008,,,0.027827620100749927,38731776,,,0.0014627327074762933,11759616,,,0.0029793191567033025,67989504,,,0.023642088754931512,102281216,,,0.004315657437873691,6811648,,
2026-06-06 19:24:11,0.031278575703172815,19345408,,,0.011391600819430633,58933248,,,0.0031619632872666044,19521536,,,0.004309715287434159,24555520,,,0.01205439430444218,68726784,,,0.001115128736824044,48500736,,,0.029643323149699845,39923712,,,0.001864866724778623,11816960,,,0.0028400514699711684,67997696,,,0.019251583730176346,102854656,,,0.003765598899479178,7073792,,
2026-06-06 19:24:41,0.016182399832119717,19812352,,,0.018412930393857534,59928576,,,0.002556822742601001,19521536,,,0.008873324999999998,24977408,,,0.011886952366580904,68730880,,,0.0009886589169265086,48902144,,,0.025454418258930342,40947712,,,0.0019430688354729637,11816960,,,0.00248723365727063,67997696,,,0.01731004053271531,103211008,,,0.0037287205146531136,6811648,,
2026-06-06 19:25:11,0.03134890481341416,19910656,,,0.006496600000000778,60256256,,,0.0017875553140284939,19664896,,,0.015408808765585362,25481216,,,0.011749034282955335,68739072,,,0.0009148902402869876,48668672,,,0.0230961627935448,41746432,,,0.0022458948501852933,11849728,,,0.0032089526995278967,68005888,,,0.014167507889549737,103333888,,,0.0039552266034247,6811648,,
2026-06-06 19:25:41,0.03234041494494306,19976192,,,0.014489859369530955,61788160,,,0.0025682045284663854,19697664,,,0.01752000324596283,25407488,,,0.01365386075468811,68763648,,,0.0011460894647248765,49319936,,,0.017985510748098496,41586688,,,0.0024658993012348428,11849728,,,0.003498078752140181,68001792,,,0.014179412933628439,104026112,,,0.004121999904947499,7073792,,
2026-06-06 19:26:11,0.025654630075918013,19640320,,,0.012581481026648909,61005824,,,0.002896882359537838,18014208,,,0.015355323995759755,25964544,,,0.011950803773474397,65507328,,,0.0010425163355698703,47734784,,,0.02792831132126655,42274816,,,0.001847333276624704,12099584,,,0.003487549852251098,65466368,,,0.012199050000899582,103563264,,,0.0037598006720460267,6795264,,
2026-06-06 19:26:41,0.02810033263186288,19505152,,,0.011270968030603661,62103552,,,0.0018437395807862967,17690624,,,0.012702013791936369,25600000,,,0.01080817138573439,64823296,,,0.001135472972973022,48218112,,,0.021831077581353105,42377216,,,0.0015703610335824484,12103680,,,0.003721176755643332,65273856,,,0.009803199999999635,103911424,,,0.004017638082403503,7061504,,
2026-06-06 19:27:11,0.028337709553627244,19976192,,,0.006766756237780455,62103552,,,0.0010004619215938783,18010112,,,0.014389307983236229,25907200,,,0.011314309956013898,64831488,,,0.0011100324353545492,47861760,,,0.017944213031835136,43184128,,,0.0019961137554978365,12099584,,,0.0033589483700149025,65273856,,,0.011403944505665821,104108032,,,0.003753503781686305,6795264,,
2026-06-06 19:27:41,0.03005694894690118,19832832,,,0.011768727559824667,62095360,,,0.00218743062647068,18030592,,,0.0111064049531789,25829376,,,0.009660394115120121,64458752,,,0.0011951748704663004,48209920,,,0.018143342342983097,44109824,,,0.001967240597203294,12161024,,,0.0033803378760482745,65286144,,,0.010621924024881645,104177664,,,0.004032500257122215,6795264,,
2026-06-06 19:28:11,0.027326797165542243,20021248,,,0.010287668808297,60751872,,,0.002743386884017982,17584128,,,0.015957720891824928,25645056,,,0.011506830160267288,63852544,,,0.0009881008812300653,48447488,,,0.0187448992427483,44064768,,,0.002359941265348615,11964416,,,0.002391775000000251,65286144,,,0.010176876392180973,104808448,,,0.0040004213392105265,6795264,,
2026-06-06 19:28:41,0.027786251720000488,19173376,,,0.009278817829929184,60305408,,,0.0016737699161655931,16744448,,,0.013708730398484066,9396224,,,0.01005221142084536,63881216,,,0.0015498274183555585,47828992,,,0.014434735301778651,44777472,,,0.00182634524650924,11964416,,,0.0029181694299336472,65282048,,,0.013486682750877237,104841216,,,0.002835094770305619,6795264,,
2026-06-06 19:29:11,0.025474168807911594,19202048,,,0.00964291917850197,60633088,,,0.0017734401856308254,16224256,,,0.00974882981707061,9490432,,,0.009606423034330003,63848448,,,0.0011680163234074063,48324608,,,0.013079538152610615,44969984,,,0.0015033308439132565,12234752,,,0.0026745076272322184,65249280,,,0.00825693063080747,105021440,,,0.0032478066579205533,6795264,,
2026-06-06 19:29:41,0.024451021896093057,20025344,,,0.006443479452055171,60162048,,,0.0019242573560467845,16379904,,,0.012566266760762166,10158080,,,0.01005534411671267,63856640,,,0.0013008658820001552,47935488,,,0.012623310715560408,45813760,,,0.0015432622040340031,12169216,,,0.002704137016041445,65245184,,,0.009895831825747528,105000960,,,0.0033055948634551596,6795264,,
2026-06-06 19:30:11,0.023374981314998388,18206720,,,0.0073430154012429074,59850752,,,0.0022630653855167985,16306176,,,0.011176906381735475,10465280,,,0.008787059732062124,63873024,,,0.001320191585274238,48480256,,,0.00952089875206023,45363200,,,0.0018303975436328407,12562432,,,0.0026921374764595067,65343488,,,0.010099315701867692,104493056,,,0.0032409730440496097,6795264,,
2026-06-06 19:30:41,0.019331836316301438,18280448,,,0.007944472896842329,59686912,,,0.001916888745717182,16060416,,,0.009172574960548867,10510336,,,0.007358717848609884,63594496,,,0.0008693816751182949,48599040,,,0.015071116383616067,45817856,,,0.0015404165705055364,12562432,,,0.002192385927281955,65343488,,,0.006320525000000287,104697856,,,0.0025642182133829602,6791168,,
